"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"kierafitzz","21/art enthusiast/ they|them. JUST LET ME BE ME!!",4574,376,19456,362,NA,"<U+0001D51E><U+0001D52B><U+0001D521><U+0001D52F><U+0001D52C><U+0001D524><U+0001D536><U+0001D52B><U+0001D52C><U+0001D532><U+0001D530> <U+0001D521><U+0001D52F><U+0001D522><U+0001D51E><U+0001D52A><U+0001D51F><U+0001D52C><U+0001D51E><U+0001D531>",2012-05-23 00:16:12,FALSE,FALSE,"kierafitzz","Philadelphia, PA","en","587864554",1,FALSE,"http://pbs.twimg.com/profile_images/1103454145351217152/eJMHWp41_normal.jpg"
"MaggieRicker","""Some people will forget what you've said.  Some people will forget what you've done.  But people never forget how you made them feel.""
Maya Angelou",22004,975,27203,1839,NA,"Maggie Ricker VOTE BLUE USA <U+0001F1FA><U+0001F1F8>  <U+0001F1E8><U+0001F1E6>",2017-07-28 04:28:22,FALSE,FALSE,"MaggieRicker","Maine, USA","en","890791012724948995",14,FALSE,"http://pbs.twimg.com/profile_images/1091057829602054149/vg61RTpl_normal.jpg"
"sithprincess823","“When I<U+FE0F> left you I<U+FE0F> was but the learner, now I<U+FE0F> am the master”. 24 <U+27A1><U+FE0F> let’s discuss EDM & Star Wars <U+0001F608> Disney, Slytherin & The Dark Side for life.",4352,1163,5146,1279,"https://t.co/nqSfk0hvqu","Sarah Mckee<U+264D><U+FE0F><U+0001F51C>CHAMPAGNE<U+0001F4A7>LIQUIDSTRANGER",2014-06-26 07:20:03,FALSE,FALSE,"sithprincess823","Chicago, IL","en","2643156551",2,FALSE,"http://pbs.twimg.com/profile_images/1078199624035430400/AV9aztZv_normal.jpg"
"magixsanity","18 | 01.01.18 | Kaleb <U+0001F48D>",441,43,1183,137,NA,"Daphne Renee <U+0001F339>",2018-03-20 01:45:54,FALSE,FALSE,"magixsanity","California, USA","en","975911274314833920",0,FALSE,"http://pbs.twimg.com/profile_images/1102406274191364097/mt_jIUlb_normal.jpg"
"gabriellagann","GHHS '18 • ASU ‘22  I may not have gone where I intended to go, but I think I’ve ended up where I needed to be.",1734,94,20533,52,NA,"Gabriella <U+2661>",2016-06-20 02:06:19,FALSE,FALSE,"gabriellagann","carolina","en","744712955204276225",1,FALSE,"http://pbs.twimg.com/profile_images/1087979036528336898/6G3VbGAE_normal.jpg"
"teeyuh","Womanist. Finding my chill.",22660,436,17847,276,NA,"aggressive hippie",2009-02-03 00:32:41,FALSE,FALSE,"teeyuh","Chicago, IL","en","19944336",4,FALSE,"http://pbs.twimg.com/profile_images/1074408571553660929/PLk5iJN-_normal.jpg"
"realistdezz18","Gage<U+2764><U+FE0F> Mommy of 1 <U+0001F436>",11875,565,11013,371,NA,"Dez <U+0001F33B>",2016-07-30 00:55:16,FALSE,FALSE,"realistdezz18","Texas, USA","en","759190588797308928",3,FALSE,"http://pbs.twimg.com/profile_images/1078088740596264960/1UyZYYz1_normal.jpg"
"thealmig","remote czar",6539,38,1647,90,NA,"Stephanie<U+0001F388><U+0001F9C0>",2010-05-03 17:13:11,FALSE,FALSE,"thealmig","Northwest Arkansas, USA","en","139778715",0,FALSE,"http://pbs.twimg.com/profile_images/1080311921524523008/JvrG4Tx5_normal.jpg"
"_Matty_Ice","Do. Not. Want.",40278,290,30033,661,NA,"Do Not Want",2009-08-10 04:09:45,FALSE,FALSE,"_Matty_Ice","Washington DC","en","64332780",5,FALSE,"http://pbs.twimg.com/profile_images/781317591226654720/sVEsV9oj_normal.jpg"
"iloveACM74","19<U+0001F60F>",15124,1301,34093,932,"https://t.co/Eiqx5cNph9","Darlene<U+0001F34D>",2013-03-08 03:09:38,FALSE,FALSE,"iloveACM74","United States","en","1250596982",9,FALSE,"http://pbs.twimg.com/profile_images/1080315500385763329/hC1MIBJL_normal.jpg"
"SeibertLA2","Solar-Powered Dayton Native - <U+0001F31E> Sunny-Side Up, loves people, critters <U+0001F355><U+0001F37A> & laughter. Sales at @Dayton_Local ~ the #1 site for #Dayton #Places2Go & #Things2Do",52350,2977,7605,2727,"https://t.co/YxnpSyI1kN","Lisa Seibert",2012-04-09 16:03:55,FALSE,FALSE,"SeibertLA","Dayton, OH, United States","en","549421530",137,FALSE,"http://pbs.twimg.com/profile_images/1096763496283410432/2Y4Z3jWz_normal.png"
"K_Sprnova","<U+0001F33C>VIP on the Flower Road <U+0001F332>PNW<U+0001F332>
+Multifandom+",6275,637,16075,1038,NA,"V.ip<U+0001F451>Still<U+0001F451>Alive<U+0001F451><U+0001F451><U+0001F451>",2017-09-18 19:11:52,FALSE,FALSE,"K_Sprnova","United States","en","909857522525249536",5,FALSE,"http://pbs.twimg.com/profile_images/1100936594255601664/8l-Pm75c_normal.jpg"
"TheCamiller","Stay Curious. Be Kind. Fuck off.",19079,196,3150,284,NA,"Camille",2009-07-03 20:15:37,FALSE,FALSE,"TheCamiller","North Carolina","en","53486403",2,FALSE,"http://pbs.twimg.com/profile_images/839970638001569792/WP5cA8q9_normal.jpg"
"myhiggins","<U+2764><U+FE0F><U+0001F596><U+0001F3FD><U+2764><U+FE0F>",11212,1086,132486,830,"https://t.co/SlJJPCFCf5","Mary Higgins",2009-03-24 14:17:07,FALSE,FALSE,"myhiggins","St. Louis","en","26244540",26,FALSE,"http://pbs.twimg.com/profile_images/378800000410345523/974c53312286f162183f052619091c5a_normal.jpeg"
"BobbiFreemanXO","Just living life
#kickedcancerbutt
Beat Stage 4 Lymphoma
June 6th 2018",2038,50,3368,134,"https://t.co/w6qCKnBzM3","Bobbi Freeman",2018-01-27 21:48:55,FALSE,FALSE,"BobbiFreemanXO","Richmond, VA","en","957369855262552065",0,FALSE,"http://pbs.twimg.com/profile_images/1038174440692047875/P-NJSehE_normal.jpg"
"FatChickinLA","I am so left I passed right twice. I tweet humor, food, music, science and politics.#Progressive #Resistance",124467,9513,110280,7769,"https://t.co/I3yDbc6VEm","FCILA",2009-05-28 17:37:29,FALSE,FALSE,"FatChickinLA","California","en","43155647",335,FALSE,"http://pbs.twimg.com/profile_images/1103431562157154305/YZYqA1C0_normal.png"
"re6_abc123","Omraee Entertainment LLC 
A Multimedia Company Music/Entertainment/Information/Internet/Audio/Photo processing & Design. <U+0001F60F>",45521,181,1780,368,NA,"abc123",2016-03-06 08:24:47,FALSE,FALSE,"re6_abc123","USA","en","706395087018848256",96,FALSE,"http://pbs.twimg.com/profile_images/863537595791364100/OM5JZsaU_normal.jpg"
"beyou_Illbeme","I tweet about it all- life, past, present, & future. Healing, relationships of all kinds, spirituality, and random things",471,243,452,865,NA,"<U+0001F937><U+200D><U+2640><U+FE0F>It is what is is<U+0001F937><U+200D><U+2640><U+FE0F>",2012-04-06 02:58:32,FALSE,FALSE,"beyou_Illbeme","Tennessee, USA","en","546464504",0,FALSE,"http://pbs.twimg.com/profile_images/860404253923450882/XSYRDDwR_normal.jpg"
"Beavisrocks1994","""If you obey all the rules, you’ll miss all the fun.""",7036,1764,9532,3566,NA,"Joseph Conway",2015-11-20 16:15:32,FALSE,FALSE,"Beavisrocks1994","Manhattan, NY","en","4235628933",10,FALSE,"http://pbs.twimg.com/profile_images/1082760862102896646/HpXGo9Fd_normal.jpg"
"Brokenvegetable","Perception is everything!.... U.S. Retired Navy Veteran. Gamer. Video Game Photographer. Published Author. Streamer. Piano Tuner. etc... etc",903,152,3030,328,"https://t.co/ou663JXPpb","Brokenvegetable <U+0001F3AE><U+0001F3CE><U+0001F4F8> 2019PaxEast",2014-07-10 02:29:14,FALSE,FALSE,"Brokenvegetable","Boston, MA","en","2614631720",2,FALSE,"http://pbs.twimg.com/profile_images/1095035207651078145/fvIB4xJX_normal.jpg"
"its_Alyssa_16","wassup guys<U+0001F601>~follow me ~chapter 17<U+0001F64C> C/O 2019<U+0001F469><U+0001F3FD><U+200D><U+0001F393>follow my other page @alyssasimmons81 Young and blessed<U+0001F64F><U+0001F49B>",524,37,748,154,NA,"Alyssa Simmons",2017-08-31 04:34:15,FALSE,FALSE,"its_Alyssa_16","Tuscaloosa AL","en","903113680568684544",0,FALSE,"http://pbs.twimg.com/profile_images/1046632574829940736/V96qKjcx_normal.jpg"
"Imatekba","Crazy Cat Lady!       Buffalo Gal   
<U+0001F499><U+26BE><U+FE0F><U+0001F499><U+26BE><U+FE0F><U+0001F499>  Baseball @Redsox is my refuge.",2937,111,7745,387,NA,"Darlene",2015-04-08 16:19:42,FALSE,FALSE,"Imatekba","Massachusetts ","en","3148470820",0,FALSE,"http://pbs.twimg.com/profile_images/1100862128389382146/ulFJNEbM_normal.jpg"
"Shadynasty15","I left my wallet in El Segundo.                        https://t.co/EIdOdhzs98",21249,303,16380,532,NA,"<U+0001F92F>",2017-03-13 23:48:50,FALSE,FALSE,"Shadynasty15","Denver, CO","en","841435915851567105",13,FALSE,"http://pbs.twimg.com/profile_images/1076173304564572160/PorQ8Owu_normal.jpg"
"MccrawBryce","Avid Dreamer",818,141,1793,235,NA,"Bryce McCraw",2018-09-29 22:49:21,FALSE,FALSE,"MccrawBryce","Rock Island, IL","en","1046170093414240261",0,FALSE,"http://pbs.twimg.com/profile_images/1053872958865850369/xrJGP2z4_normal.jpg"
"WorkshopRiwox","She/they /Semi professional account heading straight into fanart /Vegan / 20<U+2191>/ English, <U+D55C><U+AD6D><U+C5B4>",607,207,285,39,"https://t.co/YPZ5FUdDrJ","Ric<U+0001F332>aspiring tree hugger",2018-06-06 02:21:51,FALSE,FALSE,"WorkshopRiwox","Canada","en","1004186576249851904",0,FALSE,"http://pbs.twimg.com/profile_images/1070485176847949829/wqJSPdiW_normal.jpg"
"TheVideoGamHer","Nintendo/PC gamer. All around gamer. Nerd. YouTuber. Green Lantern. Reader of comics. Blah, blah, blah...",25634,2148,34563,888,"https://t.co/ldRuqwmqsa","Nia's AWAKENING!",2013-05-15 00:09:56,FALSE,FALSE,"TheVideoGamHer","Tejas","en","1429147093",82,FALSE,"http://pbs.twimg.com/profile_images/1081717963244388352/spPAMojT_normal.jpg"
"UUCFortMyers","",2654,493,0,22,"http://t.co/QTIoIFm9ni","UU Church - Ft Myers",2010-10-12 13:53:32,FALSE,FALSE,"UUCFortMyers","Fort Myers, FL","en","201724794",17,FALSE,"http://pbs.twimg.com/profile_images/1190474248/logonowords_normal.jpg"
"ThePseudoPiper","Just a Crazy ol Horse. (The Pseudo Piper retired for now).",6518,253,46747,162,NA,"Crazy Horse",2014-01-23 17:55:05,FALSE,FALSE,"ThePseudoPiper","The Moon","en","2306998423",2,FALSE,"http://pbs.twimg.com/profile_images/1104093928125591553/3ixb52HF_normal.jpg"
"rawbyshe","Where Majestic Meets Trill. Author. Twerker. Above All - Lover. Feel Me?",767,58,1504,411,"https://t.co/PBUkgE2UYr","She’s Raw <U+0001F9DC><U+0001F3FE><U+200D><U+2640><U+FE0F>",2018-10-02 14:33:00,FALSE,FALSE,"rawbyshe","Ocean, NC","en","1047132344321236992",0,FALSE,"http://pbs.twimg.com/profile_images/1090680941146722305/psi58aHp_normal.jpg"
"PortofinoPoetry","Great poets live on the edge of sanity; mediocre ones reside in the suburbs.  I commute.",74,31,36,148,"https://t.co/ED9N4h7M2y","Life in Portofino",2018-11-21 22:49:35,FALSE,FALSE,"PortofinoPoetry","Florida, USA","en","1065376705659969537",0,FALSE,"http://pbs.twimg.com/profile_images/1101605938174349312/m-7AVEx2_normal.png"
"theskullscholar","<U+0001F332><U+0001F43A><U+0001F332>",7371,98,13432,384,NA,"just tree",2009-04-06 01:13:58,FALSE,FALSE,"theskullscholar","Purgatory","en","29111838",0,FALSE,"http://pbs.twimg.com/profile_images/1024348507644325889/1XWTZVFg_normal.jpg"
"YourTeenMag","Helping parents raise teenagers during those fast & furious years. #parenting #parentingteens #raisingteens",34132,9572,11157,7139,"https://t.co/fQv1KLoxFx","Your Teen Magazine",2010-02-05 19:13:15,FALSE,FALSE,"YourTeenMag","Cleveland","en","111670141",407,FALSE,"http://pbs.twimg.com/profile_images/1083097172395151366/7tAjaWzH_normal.jpg"
"calea99","Just me",6478,76,1475,132,NA,"Carolyn",2008-02-28 19:51:51,FALSE,FALSE,"calea99","Cary, NC","en","14056524",7,FALSE,"http://pbs.twimg.com/profile_images/513301114058326016/aEPShEKQ_normal.jpeg"
"thykovu","lost poet with a taste for strings and keys • i am more than greenish brown eyes and curly hair |                  <U+611B><U+3057><U+3066><U+308B>",10825,76,13436,125,NA,"<U+30B3><U+30A6>",2017-12-30 16:07:23,FALSE,FALSE,"thykovu","Garden of Eden","pt","947137047818629126",0,FALSE,"http://pbs.twimg.com/profile_images/1098855398742941697/eQoq6Rbd_normal.jpg"
"jiminiesdom","Soft stan but have a hard stan side ||
vmin kookmin yoonmin hopemin minjoon namjin taekook kookv taegi taejin <U+0001F49B> S/O @anas_krey <U+0001F49B>",5416,201,506,287,"https://t.co/PJrJCIR3Mb","Cosmo <U+0001F451> & Wanda<U+0001F52E> | Anna",2018-11-11 00:37:52,FALSE,FALSE,"jiminiesdom","Peace","en","1061417689543917569",0,FALSE,"http://pbs.twimg.com/profile_images/1094904810866802689/7X0ii1aV_normal.jpg"
"TurnTheBeatUp","Sometimes I write, vlog, and podcast. I also love the Duchess of Sussex. New mood: Be the best or be nothing.",86250,1223,10839,467,"https://t.co/MGxQtmoO6O","leave meghan alone",2015-04-25 00:05:55,FALSE,FALSE,"TurnTheBeatUp","United States","en","3202728052",33,FALSE,"http://pbs.twimg.com/profile_images/1068884745143111680/B3Urhaz3_normal.jpg"
"Orlando_G2","RAWWW |<U+2728>Daddy <U+0001F468><U+200D><U+0001F466>to Bentley Ray Gutierrez, June 2nd 2016 <U+0001F499>|<U+2728>just a young 24 year old dad out here trying to make a change in this <U+0001F30E> <U+0001F4AF><U+2728>|",1953,274,1590,229,"https://t.co/KDwVKqjkeD","Orlando",2015-09-12 22:51:19,FALSE,FALSE,"Orlando_G2","Wichita, KS","en","3542700380",1,FALSE,"http://pbs.twimg.com/profile_images/1097280474563649538/klaJYNGk_normal.jpg"
"lloydus2215137","Pittsburgh born and raised. Steelworker. Cis male. #hunky #badasscraneman #resist #humanrights #equality #Leo #Hufflepuff #notyourbro",20577,2186,91430,2366,NA,"Two-ears-for-listening",2012-01-11 01:49:20,FALSE,FALSE,"lloydus2215137","Pittsburgh, pa","en","460714241",5,FALSE,"http://pbs.twimg.com/profile_images/1072334344159670272/A_mmHW8C_normal.jpg"
"rachelcorinne","tweeting mom things, trying not to be too politically incorrect, and whining about my abundance of first world problems #blogger #lifestyleblogger #momblogger",50320,3275,9966,695,"https://t.co/WLrnqKL0WX","rachel corinne",2007-09-19 05:06:21,FALSE,FALSE,"rachelcorinne","Cincinnati, OH","en","8966462",85,FALSE,"http://pbs.twimg.com/profile_images/1087040583351312387/LDTxiIX4_normal.jpg"
"achilltatos","Just a girl that’s up to something",21855,118,7706,416,"https://t.co/ZyTj6eCmzs","<U+0001F338>Juliette<U+0001F338><U+0001F430>",2016-01-04 11:02:56,FALSE,FALSE,"achilltatos","Hell, MI","en-GB","4704114021",5,FALSE,"http://pbs.twimg.com/profile_images/1103082537503678464/5PlGUedF_normal.jpg"
"JosiahCenteno","Love, Lead, Link, and Launch people into God’s purpose now! From Streets to Steeples, All Nations and Peoples!",3085,217,215,46,"https://t.co/cTIc3Ob7Dh","Josiah Centeno",2011-12-30 19:06:43,FALSE,FALSE,"JosiahCenteno","Camden, NJ","en","450862221",0,FALSE,"http://pbs.twimg.com/profile_images/790672513474916352/mXq42EB5_normal.jpg"
"lindason1","biggest brat ever",5759,368,20007,306,"https://t.co/cVYKxR7sF5","Lin <U+0001F31E>",2010-09-13 23:49:45,FALSE,FALSE,"lindason1","Des Moines, IA","en","190446156",1,FALSE,"http://pbs.twimg.com/profile_images/1103148969839001600/EF6SkQhs_normal.jpg"
"bb_Joshy79","",11430,350,11426,258,NA,"Josh M (Mister J.D.)",2009-07-31 00:04:43,FALSE,FALSE,"bb_Joshy79","near Ottawa, Ontario","en","61638320",24,FALSE,"http://pbs.twimg.com/profile_images/1101108296495390720/audDKfuG_normal.jpg"
"katie_brown94","",14641,163,926,212,NA,"Katie",2009-11-06 16:50:30,FALSE,FALSE,"katie_brown94","Essex","en","87980597",2,FALSE,"http://pbs.twimg.com/profile_images/1080565076367732736/DRO5xBci_normal.jpg"
"Z5cathy","a fan account",255709,1920,323896,2904,NA,"cathy",2011-10-11 04:56:50,FALSE,FALSE,"Z5cathy","usa","en","388681302",140,FALSE,"http://pbs.twimg.com/profile_images/1004417074616324096/qCze1v4u_normal.jpg"
"PensPlanet","Write the world!. Articles and more.",13254,3001,0,2354,NA,"Pens Planet",2013-03-02 17:12:11,FALSE,FALSE,"PensPlanet","USA","en","1235454314",69,FALSE,"http://pbs.twimg.com/profile_images/3329126631/b4789f62890a6e307baaf40fbed4af0a_normal.png"
"kodeinekandii","",34802,1616,9545,4209,"https://t.co/giDxTlg1bs","becky",2015-08-22 15:26:15,FALSE,FALSE,"kodeinekandii","baltimore ","en","3435628684",10,FALSE,"http://pbs.twimg.com/profile_images/1100933712005513218/go4vsO_D_normal.jpg"
"kideazyworld","https://t.co/6lerq3pODr",265,881,164,58,NA,"<U+0001F3C2> band member",2013-05-26 23:20:08,FALSE,FALSE,"kideazyworld","USA","en","1460866885",1,FALSE,"http://pbs.twimg.com/profile_images/1077841111698235393/HurtM9Ol_normal.jpg"
"lipstickknife","Why",7150,46,13852,323,NA,"why",2018-01-19 19:16:31,FALSE,FALSE,"lipstickknife","Bronx, NY","en","954432399579975680",0,FALSE,"http://pbs.twimg.com/profile_images/1088678748952711168/4qZlg_Ws_normal.jpg"
"Fraenyr","Currently Writing a WebComic called ""Star Dreamers."" A D&D inspired, Magical Girl webcomic. A Retired Game Master.
(Not a Furry)
fraenyrbusiness@gmail.com",13782,115,38676,216,NA,"Fraenyr",2018-01-01 03:18:19,FALSE,FALSE,"Fraenyr","Australia","en","947668280898093059",0,FALSE,"http://pbs.twimg.com/profile_images/1016494613354328064/FLGmFNSn_normal.jpg"
"jdsladez28","Sim racer - Focused on Iracing and any PC sim racing sim that finds my fancy. Xbox in the spare time. Open wheel and NASCAR fan for life.",702,96,1288,416,NA,"Wraith889",2015-09-06 01:33:44,FALSE,FALSE,"jdsladez28","Rhode Island, USA","en","3561182535",3,FALSE,"http://pbs.twimg.com/profile_images/671645790067105792/DW_YTMig_normal.jpg"
"LowkeyTwits","rowdy rowdy rowdy",40248,1491,527309,3019,NA,"Lowkey",2013-01-23 21:28:19,FALSE,FALSE,"LowkeyTwits","Richmond, VA","en","1115347291",103,FALSE,"http://pbs.twimg.com/profile_images/1057989225424084992/U7sa11-8_normal.jpg"
"ZuleikaMaldo","<U+0001F1F5><U+0001F1E6><U+0001F1E9><U+0001F1F4> I'm a work in progress who loves Broadway, TCP Cast <U+0001F49C>, Obama 4 life, Cynthia is <U+0001F451>! Mom, Educator, Friend,Titi, Nina & more! Be kind to one another <U+0001F49E>",9867,159,50375,958,NA,"Zuly Maldonado",2017-01-02 15:01:56,FALSE,FALSE,"ZuleikaMaldo","Bronx, NY","en","815936167891922944",2,FALSE,"http://pbs.twimg.com/profile_images/1054334904467623939/7xsEDXut_normal.jpg"
"c4r1i","<U+24CB> <U+2728>TURN THE POWER OFF AND GET UR WATER FROM THE SPRING<U+2728>",4730,87,8209,315,"https://t.co/YVEhSQdROq","CARLI<U+2763><U+FE0F>",2016-08-31 22:15:16,FALSE,FALSE,"c4r1i","Toronto, Ontario","en","771109124205608961",0,FALSE,"http://pbs.twimg.com/profile_images/1092224281654714368/1f6rB5bt_normal.jpg"
"MaeveLance","I don’t know how to use this app",1234,45,8200,315,NA,"maeve <U+25DF><U+033D><U+25DE><U+033D>",2018-07-15 23:11:18,FALSE,FALSE,"MaeveLance","Franklin, MA","en","1018634138331557889",1,FALSE,"http://pbs.twimg.com/profile_images/1092535584906719232/75weyHIn_normal.jpg"
"andorob","I like games, wrestling, and politics. <U+0001F30A> Stream Ghost @ https://t.co/kvfi1j4n3Y
Star ratings mean nothing, and live tweets come with extra salt.",5610,279,2275,160,"https://t.co/uIA0MiNpOf","Andorob <U+0001F92A>",2009-09-02 17:09:10,FALSE,FALSE,"andorob","Ohio, USA","en","71016778",2,FALSE,"http://pbs.twimg.com/profile_images/1087862207214424065/-_b76UhA_normal.jpg"
"thegreatjoshem","A human.  Being.",3135,330,4465,622,NA,"Emman",2015-03-27 13:08:09,FALSE,FALSE,"thegreatjoshem","Mars","en","3110034848",0,FALSE,"http://pbs.twimg.com/profile_images/1091721678567104512/KuE6SkTp_normal.jpg"
"macandcheese61","Pizza is my Yes food <U+0001F355>|
Clinically short according to @RyanTheTwit | she/her",3868,79,16911,380,NA,"Mykala",2014-06-12 17:26:28,FALSE,FALSE,"macandcheese61","Oregon, USA","en","2563800871",0,FALSE,"http://pbs.twimg.com/profile_images/1103911468389433349/OpobzXta_normal.jpg"
"Jaye_Lashawn","'' Im the type of woman that goes for her goals n wont stop until they are accoplished'' IG: @ jaye.c.d",3268,248,1503,198,NA,"THANOS <U+2696><U+FE0F>",2013-10-14 13:11:39,FALSE,FALSE,"Jaye_Lashawn","Tulsa, OK","en","1960691647",0,FALSE,"http://pbs.twimg.com/profile_images/1089159424864911361/_mmX-hy7_normal.jpg"
"CC4Future1","IT’S ABOUT WHAT’S BEST FOR THE CHILDREN. #EndGunViolence #HealthcareForAll #Equality #Freedom #Justice Our work is not done. NO PERSON IS ABOVE THE LAW!",86086,3330,46285,3884,NA,"CCLAM",2012-01-09 13:20:00,FALSE,FALSE,"CC4Future","USA","en","459259315",135,FALSE,"http://pbs.twimg.com/profile_images/1104102524808847363/rlBwFcZ8_normal.jpg"
"amandaserulneck","mr stark i dont feel so good <U+2600><U+FE0F><U+264E><U+FE0F><U+0001F319><U+264F><U+FE0F>",14792,341,14424,306,"https://t.co/PGrjU9KZgx","Amanda",2009-07-07 13:06:57,FALSE,FALSE,"amandaserulneck","eforest 2019","en","54539602",1,FALSE,"http://pbs.twimg.com/profile_images/1099166803559890944/bnHkbvzM_normal.jpg"
"LeFashionerd","I’m nicer when I like my hairstyle/outfit.",63318,758,11179,532,NA,"Denise-Huxtable",2011-06-10 03:20:01,FALSE,FALSE,"LeFashionerd","New Jersey, USA","en","314347681",6,FALSE,"http://pbs.twimg.com/profile_images/1093981824764784640/qSP0XHvz_normal.jpg"
"Tymenv","Simple Poet. Sometime Blogger. Reader. Gamer. Lover of Wine, Women and Song.
""Do what you need to do.
Feel what you need to feel.
Be who you need to be.""",3426,2592,10904,5003,"https://t.co/pADHb3jfxc","Tymen",2009-04-27 01:05:09,FALSE,FALSE,"Tymenv","Ottawa","en","35621930",49,FALSE,"http://pbs.twimg.com/profile_images/828999849819439104/9_K2-NQ3_normal.jpg"
"1WindBringer","•Mature 16 year old, Dodge<U+0001F698>fan. 

•LLJah<U+0001F5A4>

•CR7<U+0001F410><U+0001F3C6><U+0001F3C6><U+0001F3C6><U+0001F3C6><U+0001F3C6>

•Talion=Invincible Ring Maker

•Love the Rain<U+0001F327>

•American, but Learning/Love Portuguese <U+0001F1F5><U+0001F1F9><U+0001F1E7><U+0001F1F7>",2249,61,6354,177,NA,"Leo<U+264C>God",2018-01-13 21:59:59,FALSE,FALSE,"1WindBringer","Middle-earth","en","952299210791059456",0,FALSE,"http://pbs.twimg.com/profile_images/1013135704669474817/Luaa8oVB_normal.jpg"
